ID,Condition,Channel,Mean_Amplitude
1,Cars,PO7,11.714
1,Cars,PO7,8.054
1,Cars,PO7,10.427
1,ScrambledFaces,PO7,-0.965
1,Faces,PO7,-2.752
1,ScrambledCars,PO7,8.182
1,ScrambledCars,PO7,0.643
1,ScrambledCars,PO7,0.855
1,ScrambledFaces,PO7,-3.064
1,Faces,PO7,-6.305
1,ScrambledFaces,PO7,12.062
1,ScrambledCars,PO7,-5.5
1,Cars,PO7,9.751
1,ScrambledCars,PO7,-11.244
1,ScrambledFaces,PO7,2.962
1,Faces,PO7,0.608
1,Faces,PO7,-5.353
1,Faces,PO7,3.148
1,Cars,PO7,10.674
1,ScrambledFaces,PO7,6.424
1,Faces,PO7,-10.357
1,Faces,PO7,-5.037
1,ScrambledFaces,PO7,-15.595
1,Faces,PO7,-3.005
1,Faces,PO7,-13.242
1,ScrambledFaces,PO7,4.492
1,ScrambledFaces,PO7,-0.906
1,Cars,PO7,5.654
1,ScrambledFaces,PO7,24.072
1,Cars,PO7,-7.704
1,Cars,PO7,-0.561
1,ScrambledFaces,PO7,7.111
1,ScrambledCars,PO7,2.963
1,ScrambledCars,PO7,9.508
1,ScrambledCars,PO7,-0.805
1,Faces,PO7,11.61
1,Cars,PO7,-5.529
1,ScrambledFaces,PO7,1.329
1,ScrambledCars,PO7,3.915
1,ScrambledCars,PO7,-8.934
1,Faces,PO7,14.007
1,ScrambledFaces,PO7,-3.061
1,ScrambledFaces,PO7,3.256
1,Cars,PO7,6.825
1,Cars,PO7,1.038
1,ScrambledFaces,PO7,7.108
1,ScrambledCars,PO7,1.55
1,Cars,PO7,-0.745
1,Faces,PO7,-3.461
1,ScrambledCars,PO7,1.245
1,ScrambledCars,PO7,11.926
1,Cars,PO7,1.961
1,ScrambledFaces,PO7,7.723
1,ScrambledFaces,PO7,-7.737
1,Faces,PO7,21.85
1,ScrambledCars,PO7,5.717
1,Faces,PO7,-12.315
1,Faces,PO7,-5.939
1,ScrambledFaces,PO7,4.041
1,ScrambledCars,PO7,17.369
1,ScrambledFaces,PO7,6.232
1,ScrambledFaces,PO7,9.143
1,ScrambledCars,PO7,4.574
1,ScrambledCars,PO7,14.286
1,ScrambledFaces,PO7,-3.23
1,ScrambledCars,PO7,-2.612
1,ScrambledCars,PO7,2.903
1,Cars,PO7,6.746
1,ScrambledFaces,PO7,2.215
1,ScrambledCars,PO7,-9.892
1,Faces,PO7,-3.351
1,Cars,PO7,-3.541
1,ScrambledCars,PO7,-3.628
1,Cars,PO7,13.751
1,ScrambledFaces,PO7,11.676
1,Faces,PO7,-21.116
1,ScrambledCars,PO7,-6.224
1,ScrambledFaces,PO7,-1.108
1,Faces,PO7,-8.145
1,ScrambledFaces,PO7,-5.183
1,Cars,PO7,-2.004
1,ScrambledFaces,PO7,7.387
1,Faces,PO7,-15.635
1,Faces,PO7,9.107
1,ScrambledCars,PO7,3.539
1,Cars,PO7,-2.676
1,ScrambledCars,PO7,9.215
1,Faces,PO7,-9.403
1,ScrambledFaces,PO7,3.346
1,ScrambledFaces,PO7,8.46
1,ScrambledCars,PO7,-4.082
1,Cars,PO7,-4.971
1,ScrambledCars,PO7,13.337
1,Faces,PO7,-12.009
1,ScrambledFaces,PO7,3.609
1,Faces,PO7,-6.256
1,Cars,PO7,15.052
1,ScrambledFaces,PO7,-13.828
1,ScrambledFaces,PO7,-2.06
1,ScrambledCars,PO7,4.118
1,Faces,PO7,6.107
1,Cars,PO7,4.781
1,Cars,PO7,18.098
1,ScrambledFaces,PO7,11.533
1,Cars,PO7,8.545
1,Faces,PO7,-18.554
1,Faces,PO7,-7.15
1,Faces,PO7,13.313
1,ScrambledFaces,PO7,-6.463
1,Faces,PO7,5.492
1,ScrambledCars,PO7,-4.737
1,ScrambledCars,PO7,-5.668
1,Faces,PO7,6.306
1,Cars,PO7,0.086
1,Faces,PO7,5.316
1,ScrambledCars,PO7,-4.988
1,Faces,PO7,15.193
1,Cars,PO7,2.989
1,ScrambledFaces,PO7,1.954
1,Cars,PO7,-3.014
1,ScrambledCars,PO7,1.06
1,Faces,PO7,3.978
1,ScrambledCars,PO7,9.553
1,Faces,PO7,3.674
1,ScrambledCars,PO7,2.15
1,ScrambledCars,PO7,-3.57
1,Faces,PO7,-3.615
1,ScrambledCars,PO7,16.144
1,ScrambledFaces,PO7,-2.025
1,Cars,PO7,14.688
1,ScrambledFaces,PO7,0.787
1,Cars,PO7,-12.011
1,ScrambledFaces,PO7,0.865
1,Cars,PO7,0.902
1,ScrambledFaces,PO7,4.181
1,Cars,PO7,-0.486
1,Cars,PO7,-2.018
1,ScrambledFaces,PO7,-3.24
1,ScrambledCars,PO7,9.055
1,ScrambledFaces,PO7,11.053
1,Faces,PO7,-0.981
1,ScrambledFaces,PO7,-0.356
1,Faces,PO7,4.657
1,Faces,PO7,4.192
1,ScrambledCars,PO7,-1.279
1,Faces,PO7,1.666
1,Faces,PO7,-9.107
1,Faces,PO7,5.59
1,ScrambledCars,PO7,-0.171
1,Cars,PO7,1.486
1,Faces,PO7,10.398
1,Faces,PO7,-2.7
1,Cars,PO7,4.631
1,ScrambledFaces,PO7,10.065
1,Cars,PO7,-1.158
1,Faces,PO7,9.335
1,ScrambledCars,PO7,5.673
1,ScrambledFaces,PO7,-2.171
1,Faces,PO7,1.878
1,ScrambledCars,PO7,-6.758
1,Faces,PO7,7.019
1,ScrambledFaces,PO7,16.96
1,Faces,PO7,-6.991
1,ScrambledCars,PO7,0.967
1,Faces,PO7,-1.185
1,ScrambledCars,PO7,-19.147
1,Faces,PO7,13.677
1,ScrambledCars,PO7,-10.148
1,ScrambledCars,PO7,1.416
1,Faces,PO7,23.263
1,Cars,PO7,-0.456
1,ScrambledFaces,PO7,-6.024
1,ScrambledCars,PO7,-8.516
1,Cars,PO7,4.225
1,ScrambledCars,PO7,2.554
1,Cars,PO7,0.363
1,ScrambledFaces,PO7,7.716
1,ScrambledFaces,PO7,8.202
1,ScrambledCars,PO7,1.771
1,Faces,PO7,0.235
1,Cars,PO7,2.142
1,ScrambledCars,PO7,-3.114
1,ScrambledCars,PO7,-0.932
1,ScrambledCars,PO7,8.745
1,ScrambledFaces,PO7,9.781
1,Faces,PO7,3.402
1,ScrambledCars,PO7,-34.654
1,ScrambledCars,PO7,3.812
1,ScrambledFaces,PO7,2.731
1,ScrambledFaces,PO7,-6.037
1,Faces,PO7,1.217
2,Faces,PO7,-0.966
2,ScrambledCars,PO7,5.696
2,ScrambledFaces,PO7,17.889
2,Cars,PO7,9.778
2,ScrambledFaces,PO7,8.244
2,ScrambledCars,PO7,1.834
2,ScrambledFaces,PO7,11.797
2,ScrambledCars,PO7,14.173
2,ScrambledCars,PO7,10.336
2,Cars,PO7,-11.787
2,Faces,PO7,-4.927
2,ScrambledFaces,PO7,10.227
2,Cars,PO7,-4.707
2,ScrambledCars,PO7,12.568
2,ScrambledCars,PO7,7.7
2,Cars,PO7,0.014
2,ScrambledFaces,PO7,6.78
2,Cars,PO7,-5.893
2,ScrambledFaces,PO7,5.566
2,Faces,PO7,-1.089
2,ScrambledCars,PO7,11.028
2,Faces,PO7,0.318
2,ScrambledFaces,PO7,11.201
2,Cars,PO7,1.003
2,Cars,PO7,-3.436
2,Cars,PO7,-0.468
2,Faces,PO7,-4.125
2,Cars,PO7,-0.542
2,Faces,PO7,8.123
2,ScrambledFaces,PO7,7.631
2,Faces,PO7,0.998
2,Cars,PO7,5.525
2,ScrambledFaces,PO7,12.205
2,Cars,PO7,4.094
2,Cars,PO7,-1.084
2,Faces,PO7,7.97
2,ScrambledFaces,PO7,-0.913
2,Faces,PO7,7.86
2,Faces,PO7,2.402
2,ScrambledFaces,PO7,10.444
2,ScrambledFaces,PO7,4.406
2,ScrambledCars,PO7,5.489
2,ScrambledFaces,PO7,15.535
2,ScrambledCars,PO7,13.025
2,Faces,PO7,-8.831
2,ScrambledFaces,PO7,8.316
2,ScrambledFaces,PO7,-1.236
2,Cars,PO7,-3.428
2,ScrambledCars,PO7,3.875
2,Faces,PO7,-3.581
2,Faces,PO7,-5.414
2,ScrambledCars,PO7,7.898
2,ScrambledCars,PO7,16.521
2,Cars,PO7,-5.209
2,ScrambledFaces,PO7,13.474
2,Cars,PO7,-6.659
2,Cars,PO7,2.782
2,ScrambledFaces,PO7,10.759
2,ScrambledFaces,PO7,11.888
2,ScrambledFaces,PO7,4.25
2,Faces,PO7,-1.378
2,ScrambledFaces,PO7,8.849
2,Faces,PO7,7.482
2,ScrambledCars,PO7,5.977
2,ScrambledCars,PO7,1.999
2,ScrambledFaces,PO7,4.943
2,ScrambledFaces,PO7,7.74
2,ScrambledFaces,PO7,4.549
2,Faces,PO7,6.227
2,Cars,PO7,-3.5
2,ScrambledCars,PO7,-1.825
2,Cars,PO7,-10.831
2,ScrambledCars,PO7,3.048
2,Faces,PO7,7.042
2,Faces,PO7,11.812
2,Cars,PO7,7.226
2,Faces,PO7,-4.14
2,ScrambledFaces,PO7,2.47
2,ScrambledFaces,PO7,8.06
2,ScrambledFaces,PO7,9.4
2,ScrambledCars,PO7,13.505
2,ScrambledCars,PO7,11.822
2,Faces,PO7,2.085
2,Cars,PO7,-10.226
2,Faces,PO7,3.912
2,ScrambledCars,PO7,9.315
2,Cars,PO7,1.549
2,Faces,PO7,-9.083
2,ScrambledCars,PO7,10.38
2,ScrambledFaces,PO7,-2.358
2,Faces,PO7,-6.703
2,ScrambledCars,PO7,13.077
2,Cars,PO7,4.508
2,ScrambledFaces,PO7,5.568
2,Cars,PO7,-2.864
2,Cars,PO7,5.011
2,ScrambledFaces,PO7,19.174
2,ScrambledFaces,PO7,5.372
2,ScrambledFaces,PO7,1.239
2,ScrambledCars,PO7,6.929
2,Faces,PO7,-7.55
2,ScrambledCars,PO7,-0.842
2,Faces,PO7,-1.647
2,Cars,PO7,3.46
2,ScrambledFaces,PO7,8.92
2,Faces,PO7,7.879
2,Cars,PO7,-12.19
2,Faces,PO7,-12.173
2,Cars,PO7,-10.771
2,Cars,PO7,0.347
2,ScrambledFaces,PO7,-3.889
2,ScrambledCars,PO7,-3.771
2,ScrambledFaces,PO7,8.361
2,ScrambledCars,PO7,4.477
2,Faces,PO7,7.282
2,ScrambledCars,PO7,11.867
2,ScrambledCars,PO7,14.063
2,Faces,PO7,3.095
2,Cars,PO7,2.677
2,Faces,PO7,4.935
2,ScrambledCars,PO7,1.582
2,Faces,PO7,3.176
2,ScrambledFaces,PO7,6.609
2,Cars,PO7,-14.585
2,ScrambledCars,PO7,10.361
2,ScrambledCars,PO7,-7.018
2,ScrambledFaces,PO7,8.908
2,ScrambledFaces,PO7,18.911
2,Faces,PO7,-7.04
2,Cars,PO7,-2.204
2,Faces,PO7,0.883
2,Faces,PO7,7.275
2,Cars,PO7,-2.878
2,Faces,PO7,-2.016
2,ScrambledFaces,PO7,-0.929
2,Cars,PO7,-5.71
2,ScrambledFaces,PO7,9.306
2,Cars,PO7,-6.842
2,ScrambledFaces,PO7,11.659
2,ScrambledFaces,PO7,4.787
2,ScrambledFaces,PO7,0.331
2,ScrambledCars,PO7,1.351
2,ScrambledCars,PO7,9.403
2,Cars,PO7,-5.104
2,ScrambledFaces,PO7,7.492
2,ScrambledFaces,PO7,16.349
2,Faces,PO7,-2.913
2,Cars,PO7,-0.688
2,Cars,PO7,0.717
2,Faces,PO7,-0.69
2,ScrambledFaces,PO7,2.762
2,Cars,PO7,-0.94
2,Cars,PO7,-9.355
2,Faces,PO7,2.682
2,Faces,PO7,-5.798
2,Cars,PO7,2.88
2,Faces,PO7,-7.551
2,Cars,PO7,-11.275
2,Faces,PO7,-9.561
2,Faces,PO7,-0.875
2,ScrambledCars,PO7,-0.778
2,ScrambledCars,PO7,7.63
2,ScrambledFaces,PO7,-1.321
2,ScrambledCars,PO7,-3.221
2,ScrambledCars,PO7,6.094
2,ScrambledFaces,PO7,5.4
2,ScrambledCars,PO7,1.934
2,Faces,PO7,4.042
2,ScrambledCars,PO7,3.618
2,ScrambledCars,PO7,2.984
2,Cars,PO7,-6.788
2,ScrambledFaces,PO7,8.712
2,ScrambledFaces,PO7,3.17
2,Cars,PO7,5.41
2,Cars,PO7,5.704
2,ScrambledFaces,PO7,14.719
2,ScrambledCars,PO7,8.788
2,Cars,PO7,1.664
2,ScrambledFaces,PO7,9.119
2,ScrambledCars,PO7,4.18
2,Cars,PO7,0.173
2,Faces,PO7,-6.652
2,ScrambledFaces,PO7,12.622
2,Cars,PO7,-3.459
2,ScrambledCars,PO7,6.991
2,ScrambledFaces,PO7,6.033
2,ScrambledCars,PO7,8.026
2,ScrambledFaces,PO7,12.812
2,Faces,PO7,-6.826
2,Faces,PO7,-5.673
2,ScrambledCars,PO7,5.466
2,Cars,PO7,-0.57
2,Cars,PO7,4.793
2,ScrambledFaces,PO7,11.631
2,ScrambledCars,PO7,13.773
2,ScrambledFaces,PO7,5.484
2,Faces,PO7,-2.65
2,Faces,PO7,-0.976
2,Faces,PO7,-7.192
2,Faces,PO7,4.994
2,Cars,PO7,5.472
2,Cars,PO7,3.567
2,ScrambledCars,PO7,4.946
2,Cars,PO7,1.638
2,Faces,PO7,1.195
2,Cars,PO7,-7.674
2,ScrambledCars,PO7,12.905
2,Faces,PO7,0.034
2,Faces,PO7,-2.077
2,Faces,PO7,1.195
2,Cars,PO7,-9.365
2,ScrambledFaces,PO7,5.96
2,ScrambledCars,PO7,3.394
2,ScrambledCars,PO7,4.253
2,Faces,PO7,3.907
2,Cars,PO7,-2.019
2,ScrambledCars,PO7,0.756
2,Cars,PO7,-9.236
2,ScrambledCars,PO7,6.296
2,Cars,PO7,-12.671
2,ScrambledCars,PO7,11.064
2,Faces,PO7,-8.185
2,ScrambledFaces,PO7,12.67
2,Faces,PO7,7.883
2,ScrambledFaces,PO7,8.979
2,ScrambledCars,PO7,16.778
2,Cars,PO7,12.235
2,Cars,PO7,3.202
2,ScrambledCars,PO7,3.273
2,ScrambledCars,PO7,-4.866
2,ScrambledCars,PO7,9.646
2,ScrambledCars,PO7,6.663
2,Faces,PO7,-4.636
2,ScrambledFaces,PO7,11.985
2,ScrambledCars,PO7,5.485
2,Faces,PO7,4.359
2,Cars,PO7,2.1
2,Faces,PO7,2.349
2,Cars,PO7,-1.848
2,Cars,PO7,-5.165
2,ScrambledCars,PO7,7.26
2,ScrambledCars,PO7,4.656
2,ScrambledFaces,PO7,9.846
2,Faces,PO7,-7.656
2,Cars,PO7,-2.677
2,Faces,PO7,-2.843
2,ScrambledCars,PO7,7.518
2,Cars,PO7,-3.623
2,Cars,PO7,5.976
2,ScrambledFaces,PO7,13.975
2,ScrambledFaces,PO7,-6.569
2,Faces,PO7,-10.23
2,ScrambledCars,PO7,10.852
2,ScrambledCars,PO7,4.454
2,Cars,PO7,6.439
2,ScrambledCars,PO7,5.617
2,ScrambledFaces,PO7,13.632
2,ScrambledFaces,PO7,8.931
2,ScrambledFaces,PO7,16.873
2,Cars,PO7,-6.862
2,Cars,PO7,-3.697
2,Faces,PO7,-2.048
2,Cars,PO7,1.423
2,Faces,PO7,-12.264
2,ScrambledCars,PO7,-0.81
2,Faces,PO7,2.541
2,ScrambledCars,PO7,8.793
2,ScrambledFaces,PO7,11.123
2,ScrambledCars,PO7,3.051
2,ScrambledCars,PO7,21.575
2,Cars,PO7,-10.146
2,Cars,PO7,-1.232
2,Cars,PO7,-0.165
2,ScrambledCars,PO7,-1.102
2,ScrambledCars,PO7,11.372
2,Faces,PO7,-2.13
2,ScrambledCars,PO7,2.109
2,Faces,PO7,-7.212
2,Faces,PO7,5.883
2,ScrambledCars,PO7,9.881
2,ScrambledFaces,PO7,8.944
2,ScrambledCars,PO7,4.076
2,Faces,PO7,-2.266
2,Faces,PO7,0.482
2,Cars,PO7,3.065
2,Faces,PO7,-4.461
2,ScrambledCars,PO7,6.63
2,ScrambledFaces,PO7,14.414
2,ScrambledFaces,PO7,4.232
2,Faces,PO7,-1.791
2,ScrambledFaces,PO7,15.915
2,Cars,PO7,-11.511
2,Faces,PO7,-14.858
3,Cars,PO7,14.533
3,ScrambledFaces,PO7,17.524
3,ScrambledCars,PO7,10.465
3,Cars,PO7,4.424
3,ScrambledCars,PO7,27.322
3,Faces,PO7,29.565
3,ScrambledCars,PO7,19.157
3,Faces,PO7,12.526
3,Faces,PO7,16.865
3,Cars,PO7,18.075
3,Faces,PO7,20.85
3,Faces,PO7,19.276
3,ScrambledCars,PO7,27.321
3,ScrambledCars,PO7,14.541
3,ScrambledCars,PO7,27.477
3,ScrambledFaces,PO7,26.499
3,Cars,PO7,4.781
3,Faces,PO7,20.308
3,Faces,PO7,19.239
3,Cars,PO7,11.241
3,ScrambledCars,PO7,16.124
3,ScrambledFaces,PO7,11.783
3,ScrambledCars,PO7,11.415
3,ScrambledFaces,PO7,11.947
3,Cars,PO7,16.465
3,ScrambledFaces,PO7,21.566
3,Faces,PO7,13.886
3,Cars,PO7,2.251
3,ScrambledCars,PO7,28.459
3,Faces,PO7,16.022
3,Faces,PO7,17.336
3,ScrambledCars,PO7,21.033
3,Cars,PO7,10.937
3,ScrambledCars,PO7,10.638
3,ScrambledCars,PO7,21.514
3,Cars,PO7,13.148
3,ScrambledFaces,PO7,13.43
3,ScrambledFaces,PO7,23.065
3,Cars,PO7,-2.751
3,Cars,PO7,15.61
3,Faces,PO7,13.72
3,Faces,PO7,12.895
3,ScrambledCars,PO7,10.658
3,Faces,PO7,28.687
3,Cars,PO7,13.748
3,ScrambledCars,PO7,21.343
3,Cars,PO7,23.011
3,ScrambledCars,PO7,24.416
3,Faces,PO7,14.211
3,Cars,PO7,14.172
3,ScrambledCars,PO7,7.324
3,ScrambledCars,PO7,8.823
3,ScrambledFaces,PO7,26.106
3,ScrambledFaces,PO7,19.568
3,Cars,PO7,8.991
3,Cars,PO7,16.974
3,Faces,PO7,3.343
3,Faces,PO7,12.515
3,Faces,PO7,25.394
3,Cars,PO7,17.271
3,Faces,PO7,10.191
3,ScrambledFaces,PO7,9.575
3,Faces,PO7,16.215
3,ScrambledCars,PO7,22.392
3,ScrambledFaces,PO7,9.903
3,Faces,PO7,8.876
3,ScrambledCars,PO7,23.742
3,ScrambledCars,PO7,-0.696
3,ScrambledFaces,PO7,19.335
3,Faces,PO7,11.796
3,ScrambledCars,PO7,20.727
3,ScrambledFaces,PO7,15.695
3,ScrambledCars,PO7,46.355
3,ScrambledCars,PO7,10.077
3,Faces,PO7,9.729
3,ScrambledCars,PO7,31.579
3,Cars,PO7,20.335
3,ScrambledCars,PO7,22.807
3,Cars,PO7,5.615
3,ScrambledFaces,PO7,18.876
3,Faces,PO7,10.032
3,ScrambledCars,PO7,21.23
3,ScrambledFaces,PO7,22.369
3,Cars,PO7,-8.158
3,ScrambledFaces,PO7,12.498
3,Faces,PO7,12.267
3,Faces,PO7,3.703
3,Cars,PO7,12.147
3,ScrambledFaces,PO7,14.43
3,Cars,PO7,8.992
3,Faces,PO7,14.07
3,Cars,PO7,25.89
3,Faces,PO7,10.495
3,Faces,PO7,25.93
3,Cars,PO7,10.94
3,Faces,PO7,11.291
3,Cars,PO7,12.823
3,Faces,PO7,11.125
3,Cars,PO7,12.311
3,ScrambledCars,PO7,13.22
3,ScrambledCars,PO7,19.545
3,Cars,PO7,15.236
3,Faces,PO7,13.631
3,Cars,PO7,15.286
3,Cars,PO7,19.917
3,ScrambledFaces,PO7,11.705
3,Faces,PO7,13.862
3,ScrambledFaces,PO7,25.192
3,ScrambledFaces,PO7,10.289
3,Faces,PO7,9.537
3,ScrambledCars,PO7,13.114
3,ScrambledCars,PO7,13.772
3,ScrambledFaces,PO7,14.408
3,Faces,PO7,26.074
3,Cars,PO7,10.284
3,ScrambledCars,PO7,13.584
3,ScrambledFaces,PO7,6.442
3,Faces,PO7,12.648
3,Cars,PO7,4.435
3,ScrambledFaces,PO7,2.207
3,Cars,PO7,14.057
3,Faces,PO7,30.961
3,ScrambledCars,PO7,18.123
3,Faces,PO7,32.561
3,Cars,PO7,-3.471
3,Cars,PO7,22.875
3,Faces,PO7,1.671
3,ScrambledCars,PO7,19.264
3,Faces,PO7,33.541
3,ScrambledCars,PO7,17.508
3,Cars,PO7,5.028
3,ScrambledFaces,PO7,12.21
3,Faces,PO7,12.003
3,Faces,PO7,18.625
3,Faces,PO7,2.118
3,Faces,PO7,13.763
3,Cars,PO7,1.526
3,ScrambledFaces,PO7,19.631
3,ScrambledFaces,PO7,17.607
3,ScrambledFaces,PO7,20.571
3,Faces,PO7,20.441
3,ScrambledCars,PO7,22.434
3,ScrambledFaces,PO7,17.267
3,ScrambledFaces,PO7,3.627
3,Faces,PO7,15.951
3,Faces,PO7,8.986
3,Faces,PO7,20.097
3,ScrambledCars,PO7,22.181
3,ScrambledFaces,PO7,31.72
3,ScrambledFaces,PO7,19.266
3,ScrambledFaces,PO7,18.396
3,ScrambledCars,PO7,13.313
3,ScrambledFaces,PO7,12.792
3,Faces,PO7,15.473
3,Cars,PO7,1.102
3,ScrambledCars,PO7,10.231
3,Faces,PO7,10.516
3,ScrambledFaces,PO7,18.382
3,ScrambledFaces,PO7,2.839
3,Cars,PO7,2.097
3,Faces,PO7,11.758
3,Cars,PO7,14.238
3,Cars,PO7,15.8
3,Faces,PO7,12.32
3,ScrambledFaces,PO7,30.243
3,Cars,PO7,4.947
3,ScrambledFaces,PO7,22.075
3,ScrambledCars,PO7,10.724
3,ScrambledCars,PO7,36.135
3,Faces,PO7,25.084
3,Cars,PO7,12.286
3,ScrambledCars,PO7,6.756
3,Faces,PO7,17.456
3,ScrambledFaces,PO7,7.58
3,ScrambledCars,PO7,9.088
3,Cars,PO7,12.4
3,Cars,PO7,14.679
3,Cars,PO7,10.563
3,ScrambledFaces,PO7,21.385
3,ScrambledCars,PO7,12.602
3,ScrambledCars,PO7,7.767
3,ScrambledFaces,PO7,23.396
3,ScrambledCars,PO7,28.937
3,Cars,PO7,7.136
3,ScrambledFaces,PO7,19.869
3,ScrambledCars,PO7,13.553
3,Faces,PO7,0.758
3,Faces,PO7,11.706
3,Faces,PO7,12.439
3,ScrambledFaces,PO7,6.731
3,Cars,PO7,20.374
3,Cars,PO7,-6.371
3,ScrambledFaces,PO7,10.478
3,Cars,PO7,18.052
3,ScrambledCars,PO7,30.359
3,ScrambledFaces,PO7,7.23
3,ScrambledFaces,PO7,24.208
3,ScrambledFaces,PO7,13.604
3,ScrambledFaces,PO7,23.827
3,Cars,PO7,4.063
3,Cars,PO7,26.01
3,Cars,PO7,8.43
3,Faces,PO7,20.075
3,ScrambledFaces,PO7,1.07
3,Faces,PO7,12.622
3,ScrambledFaces,PO7,21.97
3,ScrambledCars,PO7,23.896
3,ScrambledFaces,PO7,-1.82
3,ScrambledFaces,PO7,1.722
3,Cars,PO7,15.16
3,ScrambledCars,PO7,20.171
3,ScrambledFaces,PO7,3.653
3,Cars,PO7,11.075
3,Cars,PO7,-5.218
3,Faces,PO7,7.984
3,ScrambledCars,PO7,23.295
3,Faces,PO7,17.892
3,ScrambledFaces,PO7,17.634
3,Cars,PO7,21.628
3,Faces,PO7,18.562
3,Cars,PO7,10.792
3,ScrambledCars,PO7,7.637
3,ScrambledFaces,PO7,11.531
3,Faces,PO7,9.16
3,ScrambledCars,PO7,8.612
3,Cars,PO7,14.133
3,Cars,PO7,-0.05
3,ScrambledFaces,PO7,-5.05
3,ScrambledCars,PO7,22.351
3,ScrambledFaces,PO7,8.794
3,Cars,PO7,14.615
3,ScrambledCars,PO7,28.108
3,ScrambledFaces,PO7,10.361
3,ScrambledCars,PO7,17.651
3,Faces,PO7,35.96
3,ScrambledFaces,PO7,16.459
3,ScrambledFaces,PO7,7.688
3,ScrambledFaces,PO7,31.56
3,Faces,PO7,4.685
3,ScrambledFaces,PO7,17.054
3,ScrambledCars,PO7,4.172
3,Cars,PO7,17.953
3,ScrambledFaces,PO7,18.387
3,ScrambledCars,PO7,17.752
3,Faces,PO7,13.461
3,ScrambledFaces,PO7,18.957
3,Cars,PO7,17.081
3,ScrambledFaces,PO7,23.677
3,Faces,PO7,7.758
3,ScrambledCars,PO7,26.311
3,Faces,PO7,14.84
3,Cars,PO7,15.111
3,Cars,PO7,8.012
3,ScrambledCars,PO7,5.764
3,Cars,PO7,15.714
3,Cars,PO7,6.601
3,ScrambledFaces,PO7,13.593
3,ScrambledCars,PO7,9.043
3,Faces,PO7,14.753
3,Cars,PO7,4.384
3,Cars,PO7,14.387
3,Faces,PO7,16.333
3,ScrambledFaces,PO7,-0.415
3,ScrambledCars,PO7,22.877
3,ScrambledCars,PO7,6.793
3,ScrambledCars,PO7,22.866
3,ScrambledFaces,PO7,9.136
3,ScrambledCars,PO7,7.189
3,ScrambledFaces,PO7,13.767
3,ScrambledFaces,PO7,11.771
3,ScrambledCars,PO7,13.069
3,Cars,PO7,6.04
3,Faces,PO7,21.731
3,ScrambledCars,PO7,10.69
3,ScrambledFaces,PO7,20.096
3,ScrambledCars,PO7,15.241
3,Faces,PO7,-2.703
3,ScrambledFaces,PO7,22.079
3,Faces,PO7,22.498
3,ScrambledCars,PO7,4.038
3,Faces,PO7,11.099
3,Faces,PO7,13.085
3,ScrambledCars,PO7,9.511
3,ScrambledCars,PO7,24.116
3,Cars,PO7,12.639
3,ScrambledFaces,PO7,21.219
3,Cars,PO7,16.801
3,ScrambledFaces,PO7,22.109
3,Cars,PO7,14.548
4,Faces,PO7,3.016
4,ScrambledCars,PO7,7.19
4,Faces,PO7,-7.834
4,ScrambledCars,PO7,5.396
4,Cars,PO7,11.47
4,ScrambledCars,PO7,2.481
4,Faces,PO7,0.856
4,ScrambledFaces,PO7,3.593
4,Cars,PO7,-5.613
4,ScrambledCars,PO7,10.04
4,Faces,PO7,6.868
4,Faces,PO7,2.186
4,Faces,PO7,0.945
4,ScrambledCars,PO7,7.124
4,Cars,PO7,-2.09
4,Faces,PO7,8.582
4,Faces,PO7,-0.256
4,ScrambledCars,PO7,3.861
4,ScrambledCars,PO7,7.455
4,Faces,PO7,-8.973
4,ScrambledFaces,PO7,-2.796
4,Faces,PO7,0.066
4,ScrambledFaces,PO7,5.893
4,ScrambledCars,PO7,-1.36
4,Cars,PO7,-5.22
4,ScrambledCars,PO7,-0.143
4,Cars,PO7,-3.305
4,ScrambledFaces,PO7,0.663
4,ScrambledFaces,PO7,10.819
4,Cars,PO7,0.291
4,Cars,PO7,-5.139
4,Cars,PO7,0.287
4,Faces,PO7,-5.292
4,ScrambledCars,PO7,2.463
4,ScrambledCars,PO7,4.459
4,Cars,PO7,-2.077
4,ScrambledFaces,PO7,-0.711
4,Faces,PO7,-3.576
4,Cars,PO7,-3.498
4,Faces,PO7,-0.359
4,ScrambledFaces,PO7,5.409
4,Faces,PO7,4.208
4,Cars,PO7,3.962
4,ScrambledCars,PO7,2.317
4,Cars,PO7,-6.885
4,ScrambledCars,PO7,-4.452
4,ScrambledFaces,PO7,1.48
4,Cars,PO7,-2.118
4,Faces,PO7,1.792
4,ScrambledCars,PO7,0.56
4,Cars,PO7,-5.62
4,Faces,PO7,2.76
4,Faces,PO7,4.197
4,ScrambledCars,PO7,5.826
4,Faces,PO7,-3.602
4,ScrambledFaces,PO7,4.587
4,ScrambledFaces,PO7,10.771
4,ScrambledFaces,PO7,2.45
4,Cars,PO7,-8.579
4,Faces,PO7,0.597
4,ScrambledCars,PO7,3.992
4,ScrambledCars,PO7,8.281
4,ScrambledCars,PO7,-0.291
4,ScrambledCars,PO7,4.054
4,Faces,PO7,-0.928
4,Cars,PO7,-3.623
4,Cars,PO7,-8.85
4,ScrambledCars,PO7,4.162
4,ScrambledCars,PO7,-5.694
4,ScrambledCars,PO7,3.062
4,ScrambledCars,PO7,3.507
4,ScrambledCars,PO7,6.228
4,ScrambledFaces,PO7,5.004
